,MI-3,MI-5,MA-1,CO-4,CO-7,IL-3,NJ-ALL,IA-9,IA-8,IA-15,IA-4,OH-8,IA-2
MI-31.0,Nan,0.299981514581,Nan,-0.00466710704355,Nan,0.00431605353155,-0.214984559427,-0.382256590808,0.601620928787,-0.209484016563,Nan,-0.178186327136
MI-5Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
MA-10.299981514581,Nan,1.0,Nan,0.200862838943,Nan,0.563895647492,0.262007579305,0.325376132727,0.418636839682,0.252322704283,Nan,0.61268532788
CO-4Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
CO-7-0.00466710704355,Nan,0.200862838943,Nan,1.0,Nan,0.376977282785,0.209602718511,0.185024247584,0.111029259258,0.113682244008,Nan,0.332088126689
IL-3Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
NJ-ALL0.00431605353155,Nan,0.563895647492,Nan,0.376977282785,Nan,1.0,0.482286116433,0.708366509126,0.641741546515,0.54375131749,Nan,0.831584257292
IA-9-0.214984559427,Nan,0.262007579305,Nan,0.209602718511,Nan,0.482286116433,1.0,0.644158712163,0.173512614271,0.611606193877,Nan,0.584520971721
IA-8-0.382256590808,Nan,0.325376132727,Nan,0.185024247584,Nan,0.708366509126,0.644158712163,1.0,0.21339090156,0.424015671014,Nan,0.641150790964
IA-150.601620928787,Nan,0.418636839682,Nan,0.111029259258,Nan,0.641741546515,0.173512614271,0.21339090156,1.0,-0.109843845814,Nan,0.486184804941
IA-4-0.209484016563,Nan,0.252322704283,Nan,0.113682244008,Nan,0.54375131749,0.611606193877,0.424015671014,-0.109843845814,1.0,Nan,0.4355339365
OH-8Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
IA-2-0.178186327136,Nan,0.61268532788,Nan,0.332088126689,Nan,0.831584257292,0.584520971721,0.641150790964,0.486184804941,0.4355339365,Nan,1.0
