,MI-3,MI-5,MA-1,CO-4,CO-7,IL-3,NJ-ALL,IA-9,IA-8,IA-15,IA-4,OH-8,IA-2
MI-31.0,0.405352958885,0.314659767066,-0.0255239887513,0.280767156294,0.574244481287,0.865700200495,0.338484239043,0.881292773708,0.0643435805677,Nan,-0.126247486555,0.826439477549
MI-50.405352958885,1.0,-0.170434794237,0.119819367188,-0.0109328314915,0.66417623011,0.547282679929,-0.0367025998877,0.297154436038,0.101832600482,Nan,0.486508436713,0.32968968924
MA-10.314659767066,-0.170434794237,1.0,-0.434584636832,0.0281164361458,-0.064051252161,0.11475903686,0.325767817578,0.397239741693,0.190505766612,Nan,-0.111570343702,0.411128997031
CO-4-0.0255239887513,0.119819367188,-0.434584636832,1.0,0.381559741023,-0.151234120199,-0.00489107423404,-0.165030504233,-0.191111335669,0.000737557200753,Nan,0.140493812951,-0.173362745455
CO-70.280767156294,-0.0109328314915,0.0281164361458,0.381559741023,1.0,0.0675986952675,0.219880110071,0.145164395796,0.23863668327,-0.0714190177212,Nan,-0.0996163842004,0.211995553658
IL-30.574244481287,0.66417623011,-0.064051252161,-0.151234120199,0.0675986952675,1.0,0.655359529973,0.387566317594,0.622218027676,-0.0427364449318,Nan,0.364835535071,0.607700963287
NJ-ALL0.865700200495,0.547282679929,0.11475903686,-0.00489107423404,0.219880110071,0.655359529973,1.0,0.505832194862,0.723938461839,0.0675051623937,Nan,0.343672266419,0.743230540683
IA-90.338484239043,-0.0367025998877,0.325767817578,-0.165030504233,0.145164395796,0.387566317594,0.505832194862,1.0,0.59708653202,-0.133533694526,Nan,0.442676742786,0.723778161194
IA-80.881292773708,0.297154436038,0.397239741693,-0.191111335669,0.23863668327,0.622218027676,0.723938461839,0.59708653202,1.0,0.0204455061147,Nan,0.00247289086563,0.953230618436
IA-150.0643435805677,0.101832600482,0.190505766612,0.000737557200753,-0.0714190177212,-0.0427364449318,0.0675051623937,-0.133533694526,0.0204455061147,1.0,Nan,0.0135977502471,0.0523234771065
IA-4Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
OH-8-0.126247486555,0.486508436713,-0.111570343702,0.140493812951,-0.0996163842004,0.364835535071,0.343672266419,0.442676742786,0.00247289086563,0.0135977502471,Nan,1.0,0.16750714527
IA-20.826439477549,0.32968968924,0.411128997031,-0.173362745455,0.211995553658,0.607700963287,0.743230540683,0.723778161194,0.953230618436,0.0523234771065,Nan,0.16750714527,1.0
