,FL-10,CO-4,CO-7,IL-3,IA-9,IA-8,FL-7,IA-4,IA-2,MA-1,CA-2,CA-4,NJ-ALL,MN-1,IL-2,MI-3,MI-5,MI-4,ID-13,NY-3,NC-3,IA-15,OH-8
NJ-ALL,-0.0770756239093,0.334523144829,0.37887722208,0.747396697671,0.522634412906,0.571426201247,Nan,Nan,0.432117222713,0.913537822479,Nan,-0.489533354354,1.0,0.712755914829,0.179312873524,-0.100013456929,-0.0476924907143,0.742195902564,Nan,0.765346889907,-0.374958999245,-0.12300237526,0.204338464013
MN-1,-0.304489798038,0.0505611875055,0.188237899881,0.4531714407,0.0704034700982,0.119353736001,Nan,Nan,0.100052596904,0.728428154024,Nan,-0.456547770539,0.712755914829,1.0,-0.0124684385816,-0.018939157075,0.0084684155542,0.646249919706,Nan,0.357464442143,0.161605954976,-0.235015085748,0.0601294796904
IL-2,0.692766280558,-0.623984798826,-0.165356941477,0.532517943278,-0.46767890251,0.0483472337593,Nan,Nan,-0.429705760958,-0.0382607517479,Nan,-0.249037129408,0.179312873524,-0.0124684385816,1.0,0.625633185144,0.815585547003,0.272536354776,Nan,-0.229041266335,-0.539753516611,-0.160282575294,0.0925565388949
MI-3,0.31096142062,-0.545153043578,0.0893947580321,0.0361823132807,-0.477251151149,0.186455955301,Nan,Nan,-0.379483032583,-0.130513988267,Nan,0.243896485193,-0.100013456929,-0.018939157075,0.625633185144,1.0,0.845794153327,0.338369674447,Nan,0.11500611498,-0.6291094069,-0.00525314397052,0.203007559191
MI-5,0.43765083114,-0.618651342058,0.0453284926995,0.257223974326,-0.426194466302,0.104463415559,Nan,Nan,-0.363805862633,-0.123786664925,Nan,-0.117508486816,-0.0476924907143,0.0084684155542,0.815585547003,0.845794153327,1.0,0.195964053246,Nan,-0.0468514411197,-0.479614878834,-0.0961893205487,0.230424221236
MI-4,-0.119924120729,-0.137121084309,0.106963129803,0.401322853554,-0.239376366882,0.343193157387,Nan,Nan,-0.142705059158,0.604368666297,Nan,-0.132909697428,0.742195902564,0.646249919706,0.272536354776,0.338369674447,0.195964053246,1.0,Nan,0.55117848068,-0.389702977656,-0.137223986958,0.189047635746
ID-13,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
NY-3,-0.511378096859,0.316639439588,0.459094147054,0.146289246871,0.432287227201,0.399375295083,Nan,Nan,0.273810857003,0.654187864931,Nan,-0.525423367857,0.765346889907,0.357464442143,-0.229041266335,0.11500611498,-0.0468514411197,0.55117848068,Nan,1.0,-0.0800324366773,-0.270675837351,0.169355458245
NC-3,-0.338030448829,0.279421517105,0.132181348247,-0.476902193276,0.222427247759,-0.452062908735,Nan,Nan,0.135625400726,-0.0082554559444,Nan,0.717179274884,-0.374958999245,0.161605954976,-0.539753516611,-0.6291094069,-0.479614878834,-0.389702977656,Nan,-0.0800324366773,1.0,-0.233812049168,-0.0340470471062
IA-15,0.022143535028,0.0500245889268,-0.179150014833,-0.169336998302,0.0497665108721,0.0959641794309,Nan,Nan,0.0330867365333,-0.210979098925,Nan,0.0265472510056,-0.12300237526,-0.235015085748,-0.160282575294,-0.00525314397052,-0.0961893205487,-0.137223986958,Nan,-0.270675837351,-0.233812049168,1.0,-0.0969879887747
OH-8,-0.0710371518037,-0.0752822463625,0.530519948591,0.129508934056,0.1049237086,0.0818760884301,Nan,Nan,0.0160325068332,0.137962364593,Nan,-0.173457018599,0.204338464013,0.0601294796904,0.0925565388949,0.203007559191,0.230424221236,0.189047635746,Nan,0.169355458245,-0.0340470471062,-0.0969879887747,1.0
