,FL-10,CO-4,CO-7,IL-3,IA-9,IA-8,FL-7,IA-4,IA-2,MA-1,CA-2,CA-4,NJ-ALL,MN-1,IL-2,MI-3,MI-5,MI-4,ID-13,NY-3,NC-3,IA-15,OH-8
CA-2,-0.0834584455514,Nan,-0.235681144479,-0.499137924762,-0.461405210651,-0.27023090237,0.0519048358024,-0.323237675374,-0.402204265045,-0.534068857174,1.0,0.10994090613,-0.435748441566,-0.749313700861,Nan,-0.508061266913,Nan,Nan,-0.588797137672,Nan,0.119219048275,-0.155298536919,-0.00523810047918
CA-4,0.369705659689,Nan,0.215025221776,0.0890566587367,0.0125768891131,0.144747152972,0.77476208511,0.148711653728,-0.422379033374,0.0836596119149,0.10994090613,1.0,0.185192015829,0.322178542788,Nan,0.0629638543693,Nan,Nan,0.00155283700812,Nan,0.594148497416,0.160226513368,-0.184911722792
NJ-ALL,0.520836216392,Nan,0.330519264874,0.556089189387,0.203150654579,0.280979489912,0.243166289671,0.30846508245,-0.111701475764,0.112346284465,-0.435748441566,0.185192015829,1.0,0.468654965682,Nan,0.286642597496,Nan,Nan,-0.0045937826095,Nan,0.0864307083316,0.278271453943,-0.0713763985603
MN-1,0.434447547075,Nan,0.211337619872,0.436478244545,0.0832502539726,-0.0146278051426,0.507415766082,0.293959591084,0.0141340030389,0.234285416801,-0.749313700861,0.322178542788,0.468654965682,1.0,Nan,0.680109167173,Nan,Nan,0.638453302736,Nan,0.122951832265,0.0717708096667,-0.194446903314
IL-2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
MI-3,-0.121893749981,Nan,0.400196721885,-0.126606557513,0.54982805874,-0.0292256999957,0.283009911206,0.687170766513,0.292336190041,0.561687512738,-0.508061266913,0.0629638543693,0.286642597496,0.680109167173,Nan,1.0,Nan,Nan,0.627639929944,Nan,-0.193477149616,0.23887591582,-0.114512690076
MI-5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
MI-4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
ID-13,0.204564736601,Nan,0.173684507745,0.181659736905,-0.0962308635001,-0.324099988737,0.565467911808,0.26019283388,-0.0512023591139,0.0235197681854,-0.588797137672,0.00155283700812,-0.0045937826095,0.638453302736,Nan,0.627639929944,Nan,Nan,1.0,Nan,0.0613428565767,-0.177423099284,-0.275260560299
NY-3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
NC-3,0.550359454232,Nan,-0.16387868828,0.0505814412656,-0.639474310077,-0.490840383355,0.689907121955,-0.391360030725,-0.393499048593,-0.588309162612,0.119219048275,0.594148497416,0.0864307083316,0.122951832265,Nan,-0.193477149616,Nan,Nan,0.0613428565767,Nan,1.0,-0.65332712827,-0.292510049208
IA-15,-0.532640914133,Nan,0.0861182111487,-0.194466994527,0.348806147028,0.874646938062,-0.605389312267,0.17844983667,0.371750237264,0.568189169429,-0.155298536919,0.160226513368,0.278271453943,0.0717708096667,Nan,0.23887591582,Nan,Nan,-0.177423099284,Nan,-0.65332712827,1.0,0.423777129649
OH-8,-0.333482507614,Nan,0.196305683704,-0.190866643845,0.198873700996,0.339330215129,-0.427204296979,0.0957291955437,0.103961805243,0.141135475452,-0.00523810047918,-0.184911722792,-0.0713763985603,-0.194446903314,Nan,-0.114512690076,Nan,Nan,-0.275260560299,Nan,-0.292510049208,0.423777129649,1.0
