,FL-10,CO-4,CO-7,IL-3,IA-9,IA-8,FL-7,IA-4,IA-2,MA-1,CA-2,CA-4,NJ-ALL,MN-1,IL-2,MI-3,MI-5,MI-4,ID-13,NY-3,NC-3,IA-15,OH-8
FL-10,1.0,-0.0950821479024,0.14301470463,0.481569617265,0.281051951386,0.638292237957,Nan,Nan,0.598115589992,0.638872522167,Nan,0.569726563109,0.609261955873,0.116750728283,-0.294058836232,0.713826803949,0.172191284723,0.422725780321,0.0113576159209,0.598438907251,0.474582707867,-0.170071871952,0.204365209587
CO-4,-0.0950821479024,1.0,0.487609994668,-0.0211631664709,-0.228918022833,-0.192928950255,Nan,Nan,-0.132996322529,-0.0924944079877,Nan,-0.113850191833,0.13540436717,-0.140451413118,-0.0795624837838,0.0385485501358,0.2159411731,-0.0945812647082,0.186292905207,-0.00870466254686,0.14898904851,-0.0296347990987,0.227025067813
CO-7,0.14301470463,0.487609994668,1.0,0.225965762487,0.0912733503401,0.177562683924,Nan,Nan,0.211261255183,0.21144467928,Nan,0.0540510176632,0.272719248679,0.025332197085,-0.178887505053,0.278234341301,0.118617409712,0.256486562949,0.136635132159,0.277206558527,0.198118048832,-0.0266846680527,-0.0297486141478
IL-3,0.481569617265,-0.0211631664709,0.225965762487,1.0,0.295696052466,0.634904365209,Nan,Nan,0.656396988705,0.474119663403,Nan,0.260079671466,0.763930742467,0.330712785432,0.0973093351591,0.515710198131,0.424940809521,0.532933470055,0.405892026707,0.543753466716,0.408557743439,0.16626667872,0.032404546266
IA-9,0.281051951386,-0.228918022833,0.0912733503401,0.295696052466,1.0,0.572695538267,Nan,Nan,0.556969859713,0.418972611401,Nan,-0.0120619228121,0.215445206798,-0.10275811352,-0.191839509683,0.278958575728,-0.0505340280192,0.501053331031,0.125420435812,0.548514572574,-0.0579645245208,-0.1150951347,0.267626801707
IA-8,0.638292237957,-0.192928950255,0.177562683924,0.634904365209,0.572695538267,1.0,Nan,Nan,0.952376538532,0.665627385474,Nan,0.263045526811,0.652977568846,0.0847677786819,-0.371050890764,0.796132966181,0.25366902751,0.731061675307,0.0875095092661,0.838094159332,0.14152980292,-0.0738966952472,0.339730634607
FL-7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
IA-4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
IA-2,0.598115589992,-0.132996322529,0.211261255183,0.656396988705,0.556969859713,0.952376538532,Nan,Nan,1.0,0.727914442162,Nan,0.108493641937,0.676411734094,0.0296643602548,-0.430077010709,0.76620123729,0.279044651001,0.690714214983,0.225667950356,0.823281956828,0.309706934908,-0.0379585274284,0.273960252041
MA-1,0.638872522167,-0.0924944079877,0.21144467928,0.474119663403,0.418972611401,0.665627385474,Nan,Nan,0.727914442162,1.0,Nan,0.152829395839,0.771868836148,0.384962778095,-0.152598333903,0.792194035945,0.463035625527,0.491120487172,0.195467057115,0.62221985122,0.503770666195,0.0460509029728,0.144115119854
CA-2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
CA-4,0.569726563109,-0.113850191833,0.0540510176632,0.260079671466,-0.0120619228121,0.263045526811,Nan,Nan,0.108493641937,0.152829395839,Nan,1.0,0.207980477503,0.389225135278,0.45078479595,0.067130554842,-0.501245522307,0.300252896301,-0.204209492084,-0.0845698572947,0.669056320453,0.209744336713,-0.00295981626729
NJ-ALL,0.609261955873,0.13540436717,0.272719248679,0.763930742467,0.215445206798,0.652977568846,Nan,Nan,0.676411734094,0.771868836148,Nan,0.207980477503,1.0,0.337428238886,-0.121757591357,0.830940955891,0.72354575198,0.589761534776,0.364765497306,0.720298211011,0.476157890217,0.0944611996578,0.21340193928
MN-1,0.116750728283,-0.140451413118,0.025332197085,0.330712785432,-0.10275811352,0.0847677786819,Nan,Nan,0.0296643602548,0.384962778095,Nan,0.389225135278,0.337428238886,1.0,0.613223966275,0.133215663225,0.262236865488,0.109935244718,0.0103915334557,-0.17169570428,-0.012033504761,0.0246647852184,-0.168938707682
IL-2,-0.294058836232,-0.0795624837838,-0.178887505053,0.0973093351591,-0.191839509683,-0.371050890764,Nan,Nan,-0.430077010709,-0.152598333903,Nan,0.45078479595,-0.121757591357,0.613223966275,1.0,-0.569824471815,-0.378494783718,-0.344808997747,-0.052482488783,-0.625149114723,-0.265498477096,0.231584321698,-0.409528827154
MI-3,0.713826803949,0.0385485501358,0.278234341301,0.515710198131,0.278958575728,0.796132966181,Nan,Nan,0.76620123729,0.792194035945,Nan,0.067130554842,0.830940955891,0.133215663225,-0.569824471815,1.0,0.653684925103,0.59201564472,0.183329804047,0.824862346112,0.516335379868,0.0334859604121,0.363540334132
MI-5,0.172191284723,0.2159411731,0.118617409712,0.424940809521,-0.0505340280192,0.25366902751,Nan,Nan,0.279044651001,0.463035625527,Nan,-0.501245522307,0.72354575198,0.262236865488,-0.378494783718,0.653684925103,1.0,0.11020787269,0.492825384336,0.431667025318,0.509759822173,0.0903408520055,0.154941871139
MI-4,0.422725780321,-0.0945812647082,0.256486562949,0.532933470055,0.501053331031,0.731061675307,Nan,Nan,0.690714214983,0.491120487172,Nan,0.300252896301,0.589761534776,0.109935244718,-0.344808997747,0.59201564472,0.11020787269,1.0,0.386841479304,0.852632648415,0.187827407737,-0.0913310976892,0.272860223591
ID-13,0.0113576159209,0.186292905207,0.136635132159,0.405892026707,0.125420435812,0.0875095092661,Nan,Nan,0.225667950356,0.195467057115,Nan,-0.204209492084,0.364765497306,0.0103915334557,-0.052482488783,0.183329804047,0.492825384336,0.386841479304,1.0,0.23408282389,0.466516888732,0.15896330147,-0.0486368850743
NY-3,0.598438907251,-0.00870466254686,0.277206558527,0.543753466716,0.548514572574,0.838094159332,Nan,Nan,0.823281956828,0.62221985122,Nan,-0.0845698572947,0.720298211011,-0.17169570428,-0.625149114723,0.824862346112,0.431667025318,0.852632648415,0.23408282389,1.0,0.450046166795,-0.173722358682,0.29194888734
NC-3,0.474582707867,0.14898904851,0.198118048832,0.408557743439,-0.0579645245208,0.14152980292,Nan,Nan,0.309706934908,0.503770666195,Nan,0.669056320453,0.476157890217,-0.012033504761,-0.265498477096,0.516335379868,0.509759822173,0.187827407737,0.466516888732,0.450046166795,1.0,0.182488315516,0.115318049981
IA-15,-0.170071871952,-0.0296347990987,-0.0266846680527,0.16626667872,-0.1150951347,-0.0738966952472,Nan,Nan,-0.0379585274284,0.0460509029728,Nan,0.209744336713,0.0944611996578,0.0246647852184,0.231584321698,0.0334859604121,0.0903408520055,-0.0913310976892,0.15896330147,-0.173722358682,0.182488315516,1.0,-0.196247416018
OH-8,0.204365209587,0.227025067813,-0.0297486141478,0.032404546266,0.267626801707,0.339730634607,Nan,Nan,0.273960252041,0.144115119854,Nan,-0.00295981626729,0.21340193928,-0.168938707682,-0.409528827154,0.363540334132,0.154941871139,0.272860223591,-0.0486368850743,0.29194888734,0.115318049981,-0.196247416018,1.0
